N,P,K,ph,crop
14,57.0,15.0,6.623438282,mungbean
11,60.0,23.0,7.033012777000001,mungbean
10,59.0,15.0,6.32400451,mungbean
7,60.0,25.0,6.397636709,mungbean
2,47.0,15.0,6.401455706,mungbean
20,45.0,22.0,6.904587016,mungbean
2,39.0,15.0,6.478557136,mungbean
27,40.0,24.0,7.063022095,mungbean
35,48.0,15.0,6.981758362000001,mungbean
4,59.0,25.0,6.227134139,mungbean
1,48.0,24.0,6.232836962,mungbean
36,43.0,21.0,7.140437859,mungbean
11,46.0,24.0,6.459252023,mungbean
34,47.0,19.0,6.568795403999999,mungbean
21,44.0,18.0,7.12851089,mungbean
17,58.0,20.0,6.42937879,mungbean
25,40.0,21.0,6.248900919,mungbean
2,38.0,18.0,6.619891497999999,mungbean
9,48.0,20.0,6.377568542000001,mungbean
37,49.0,25.0,6.415459592,mungbean
36,38.0,15.0,6.3206620120000006,mungbean
40,58.0,15.0,6.978400282000001,mungbean
30,44.0,16.0,6.442335592999999,mungbean
1,59.0,23.0,7.184398832,mungbean
9,48.0,22.0,6.402926221,mungbean
14,41.0,17.0,7.085982325,mungbean
35,52.0,19.0,6.698574085,mungbean
31,48.0,17.0,6.594739424,mungbean
4,41.0,20.0,6.647965508,mungbean
30,37.0,25.0,7.120032489,mungbean
9,35.0,20.0,6.91380932,mungbean
20,41.0,20.0,7.073048264,mungbean
37,50.0,23.0,6.5304707,mungbean
34,35.0,21.0,6.684381357,mungbean
14,37.0,15.0,6.581351374,mungbean
23,39.0,22.0,6.86483915,mungbean
5,45.0,21.0,6.487124217000001,mungbean
22,37.0,20.0,6.605733067999999,mungbean
40,51.0,17.0,6.860602782000001,mungbean
27,56.0,20.0,6.41874299,mungbean
31,40.0,22.0,6.365513634,mungbean
38,36.0,21.0,6.5563729660000005,mungbean
6,37.0,17.0,6.760694227999999,mungbean
6,47.0,18.0,6.715276662999999,mungbean
24,44.0,17.0,6.666380512000001,mungbean
25,59.0,19.0,6.626629798,mungbean
32,56.0,21.0,6.702772465,mungbean
8,45.0,18.0,7.011030515,mungbean
19,39.0,17.0,6.890156495,mungbean
39,37.0,15.0,6.821747052,mungbean
33,37.0,19.0,7.183189922,mungbean
26,54.0,17.0,6.27258822,mungbean
21,51.0,15.0,6.679127482,mungbean
22,54.0,20.0,6.689825155,mungbean
29,45.0,16.0,6.583381939,mungbean
4,40.0,21.0,6.725551062,mungbean
10,37.0,22.0,7.069747813999999,mungbean
4,44.0,19.0,6.921993877999999,mungbean
20,45.0,17.0,6.770955317,mungbean
23,45.0,23.0,6.983130466,mungbean
25,48.0,21.0,6.267684328,mungbean
56,79.0,15.0,7.454532137,blackgram
25,62.0,21.0,7.040056094,blackgram
42,61.0,22.0,7.418650668,blackgram
42,73.0,25.0,6.501869314,blackgram
44,58.0,18.0,6.814410927999999,blackgram
50,55.0,16.0,7.581442888,blackgram
35,72.0,21.0,7.741418772,blackgram
30,64.0,20.0,6.573531614,blackgram
27,64.0,21.0,7.543804222999999,blackgram
50,74.0,17.0,6.5408208,blackgram
39,73.0,24.0,7.22405917,blackgram
57,67.0,25.0,7.551364319,blackgram
52,63.0,19.0,6.928898659,blackgram
55,66.0,22.0,7.747775262999999,blackgram
51,56.0,18.0,6.706505915,blackgram
36,66.0,15.0,6.668238556,blackgram
59,55.0,19.0,7.332375138,blackgram
50,58.0,23.0,7.596802025,blackgram
30,65.0,25.0,7.70650895,blackgram
20,62.0,18.0,7.366542647,blackgram
58,71.0,15.0,6.919243702,blackgram
25,71.0,24.0,7.187721817999999,blackgram
52,71.0,16.0,7.0758864720000005,blackgram
40,63.0,18.0,6.74441168,blackgram
20,60.0,25.0,6.726469087999999,blackgram
48,61.0,21.0,6.628264883,blackgram
49,68.0,22.0,7.127064207,blackgram
48,62.0,15.0,7.538631462000001,blackgram
32,66.0,17.0,7.162357641,blackgram
21,63.0,22.0,6.859409487000001,blackgram
20,72.0,19.0,7.397190844,blackgram
25,65.0,21.0,6.880245789,blackgram
41,78.0,21.0,6.581313137,blackgram
53,67.0,17.0,7.296972161,blackgram
39,60.0,21.0,6.97297656,blackgram
25,76.0,17.0,7.241148507,blackgram
21,78.0,19.0,6.92009048,blackgram
57,60.0,17.0,7.504608385,blackgram
56,75.0,15.0,7.152272256,blackgram
49,72.0,15.0,7.137004749,blackgram
24,80.0,19.0,6.8080417220000005,blackgram
49,76.0,18.0,7.393631868,blackgram
28,68.0,19.0,7.69950698,blackgram
55,78.0,21.0,6.602888248999999,blackgram
50,64.0,25.0,6.734447425,blackgram
34,80.0,19.0,6.521217963,blackgram
20,68.0,23.0,7.707332484,blackgram
55,67.0,16.0,6.596719015,blackgram
23,70.0,15.0,7.403623355,blackgram
53,74.0,15.0,7.517097,blackgram
26,67.0,16.0,7.17620823,blackgram
33,80.0,22.0,6.593961761,blackgram
37,79.0,19.0,7.143942758,blackgram
33,75.0,21.0,6.690655045,blackgram
22,55.0,20.0,7.423530351,blackgram
20,68.0,17.0,6.578714842999999,blackgram
43,68.0,20.0,7.497469256,blackgram
44,76.0,22.0,7.775306272000001,blackgram
34,60.0,16.0,7.322555222999999,blackgram
21,72.0,17.0,7.580527339,blackgram
25,68.0,19.0,7.1084501210000015,blackgram
41,62.0,15.0,7.358974541,blackgram
28,65.0,23.0,7.405176138,blackgram
35,64.0,15.0,6.500144962,blackgram
52,58.0,16.0,7.167435834,blackgram
58,75.0,25.0,7.261791753,blackgram
34,66.0,19.0,7.586642101,blackgram
52,70.0,16.0,7.534811832999999,blackgram
23,57.0,19.0,7.251000789,blackgram
42,58.0,25.0,6.513620917999999,blackgram
37,62.0,17.0,7.121254928,blackgram
44,75.0,22.0,7.574561547,blackgram
21,80.0,20.0,7.350869792,blackgram
56,76.0,16.0,7.5131510760000015,blackgram
29,76.0,15.0,7.0256077060000015,blackgram
43,61.0,20.0,6.804253866,blackgram
55,60.0,15.0,7.163043872,blackgram
44,63.0,15.0,7.338929556,blackgram
29,67.0,21.0,6.621323612,blackgram
47,63.0,16.0,6.661870999,blackgram
40,68.0,17.0,7.733149554,blackgram
58,61.0,15.0,7.402891666,blackgram
41,74.0,18.0,6.599147297999999,blackgram
58,79.0,17.0,7.04174124,blackgram
27,62.0,24.0,7.353876754,blackgram
27,60.0,17.0,7.026795358999999,blackgram
52,65.0,20.0,6.814301033,blackgram
44,55.0,25.0,7.42160832,blackgram
21,62.0,24.0,6.8473828910000005,blackgram
60,59.0,22.0,7.191522601,blackgram
33,77.0,21.0,7.01285529,blackgram
59,58.0,17.0,7.368318809,blackgram
29,63.0,17.0,7.26154329,blackgram
59,63.0,18.0,6.52669158,blackgram
29,70.0,15.0,6.872594461,blackgram
58,73.0,16.0,6.874142175,blackgram
55,77.0,22.0,7.76061831,blackgram
42,79.0,23.0,6.781841984,blackgram
44,77.0,21.0,7.326980454,blackgram
38,62.0,25.0,7.453975408,blackgram
32,76.0,15.0,7.604110177000001,lentil
13,61.0,22.0,7.728832424,lentil
38,60.0,20.0,7.491217102,lentil
11,74.0,17.0,6.633864582,lentil
37,71.0,16.0,7.324863481,lentil
29,71.0,18.0,6.410441476,lentil
2,72.0,18.0,7.836719564,lentil
6,59.0,21.0,6.139215944,lentil
13,64.0,20.0,6.590571088,lentil
8,58.0,17.0,7.286049977999999,lentil
6,77.0,20.0,6.058306161,lentil
2,75.0,22.0,6.658605362,lentil
3,69.0,23.0,7.299360767,lentil
27,80.0,24.0,7.815210661,lentil
39,78.0,15.0,5.925391795,lentil
40,79.0,17.0,6.403683619,lentil
37,62.0,22.0,7.397546271,lentil
31,60.0,24.0,7.722335992,lentil
22,67.0,22.0,7.475926645,lentil
3,78.0,18.0,6.887130053,lentil
4,80.0,16.0,7.441976825,lentil
13,61.0,24.0,7.629910252999999,lentil
12,66.0,20.0,7.336117221,lentil
4,61.0,21.0,6.75020529,lentil
9,60.0,21.0,7.52178027,lentil
18,66.0,22.0,6.347379185,lentil
32,56.0,18.0,7.135251532000001,lentil
6,72.0,15.0,7.670178119,lentil
15,77.0,20.0,7.399749291,lentil
0,65.0,24.0,7.841496029,lentil
30,79.0,22.0,6.254216611,lentil
3,63.0,16.0,6.868881707999999,lentil
2,78.0,23.0,7.320514721,lentil
10,78.0,18.0,6.296976913,lentil
14,67.0,25.0,7.241151936,lentil
39,65.0,23.0,7.685959305,lentil
19,72.0,15.0,6.890760124,lentil
18,57.0,21.0,6.155915975,lentil
31,58.0,15.0,6.167855382000001,lentil
28,58.0,25.0,6.861640036,lentil
5,65.0,19.0,6.978361689,lentil
16,65.0,19.0,7.043160241,lentil
34,65.0,19.0,5.94239222,lentil
14,69.0,19.0,7.239455147,lentil
22,55.0,16.0,6.516317561,lentil
24,61.0,17.0,6.233269045,lentil
2,79.0,15.0,7.505283615,lentil
26,63.0,17.0,6.950300686,lentil
27,61.0,15.0,6.958054839,lentil
24,70.0,16.0,6.54803469,lentil
13,74.0,25.0,6.461618577,lentil
6,64.0,23.0,7.065264073,lentil
12,58.0,23.0,6.765091462000001,lentil
32,79.0,22.0,5.91645379,lentil
6,68.0,18.0,6.711341147000001,lentil
10,79.0,20.0,6.379881442,lentil
38,77.0,22.0,6.313284267999999,lentil
17,74.0,17.0,7.393210848,lentil
26,68.0,24.0,7.504930973,lentil
23,75.0,17.0,7.198076286,lentil
32,78.0,22.0,7.007037515,lentil
19,79.0,19.0,6.677262562,lentil
22,60.0,18.0,6.74398035,lentil
28,69.0,16.0,6.547361617999999,lentil
1,67.0,21.0,6.551577598,lentil
12,67.0,23.0,6.585020302999999,lentil
36,67.0,20.0,6.924042372000001,lentil
28,70.0,21.0,7.437373666,lentil
12,71.0,19.0,7.142611056000002,lentil
22,68.0,16.0,7.74672376,lentil
26,66.0,22.0,6.300479414,lentil
16,65.0,16.0,6.078724107,lentil
14,59.0,22.0,6.76660668,lentil
33,59.0,19.0,7.641024177,lentil
21,63.0,17.0,6.559681838,lentil
0,69.0,21.0,7.072923306,lentil
10,75.0,17.0,7.732194787999999,lentil
30,61.0,18.0,6.157782589,lentil
0,74.0,17.0,7.240988401,lentil
35,74.0,22.0,6.898905799,lentil
7,63.0,24.0,6.818681086000002,lentil
9,56.0,17.0,6.261937875,lentil
14,74.0,15.0,6.493036868,lentil
14,76.0,20.0,7.042474679,lentil
36,65.0,16.0,7.692013657,lentil
28,67.0,21.0,6.250994222999999,lentil
28,79.0,16.0,6.0521848810000005,lentil
40,61.0,22.0,7.002216044,lentil
10,70.0,19.0,7.272427638,lentil
12,80.0,19.0,5.962001484,lentil
37,77.0,20.0,7.080506001,lentil
0,67.0,22.0,6.5937983870000005,lentil
7,73.0,25.0,7.28805662,lentil
10,56.0,18.0,7.32710972,lentil
39,70.0,15.0,6.366355781,lentil
26,56.0,22.0,7.011121216,lentil
9,77.0,17.0,6.280725549,lentil
4,59.0,19.0,7.621494566,lentil
34,73.0,15.0,7.630424082999999,lentil
33,77.0,15.0,7.802212437,lentil
2,24.0,38.0,5.922935513,pomegranate
6,18.0,37.0,5.937649577999999,pomegranate
8,26.0,36.0,6.804781106,pomegranate
37,18.0,39.0,6.424670614,pomegranate
0,27.0,38.0,6.7380162210000005,pomegranate
31,25.0,38.0,6.4973666770000005,pomegranate
21,21.0,38.0,6.327673765,pomegranate
6,30.0,40.0,6.36137446,pomegranate
25,27.0,41.0,6.9235093710000015,pomegranate
15,11.0,38.0,6.630646082999999,pomegranate
14,5.0,36.0,5.832525853,pomegranate
16,10.0,41.0,6.738993954,pomegranate
36,7.0,37.0,5.782435567,pomegranate
4,20.0,41.0,6.537042717,pomegranate
29,22.0,40.0,6.145104401,pomegranate
16,15.0,42.0,6.890784045,pomegranate
18,27.0,41.0,7.175344328,pomegranate
11,18.0,42.0,5.938528744,pomegranate
5,15.0,38.0,5.709380472,pomegranate
18,23.0,44.0,6.184400085,pomegranate
9,8.0,40.0,6.553509673,pomegranate
40,27.0,45.0,5.885638185,pomegranate
22,23.0,44.0,6.1438746910000015,pomegranate
9,16.0,39.0,6.101198974,pomegranate
12,29.0,40.0,6.594037135,pomegranate
0,17.0,42.0,6.8598408210000015,pomegranate
2,21.0,44.0,6.56893406,pomegranate
28,6.0,40.0,6.769855664,pomegranate
8,23.0,44.0,7.130837931,pomegranate
29,16.0,36.0,5.7403380020000006,pomegranate
17,18.0,43.0,5.843005428,pomegranate
34,21.0,42.0,6.648687273999999,pomegranate
21,23.0,42.0,6.902751061,pomegranate
25,17.0,40.0,6.608023872,pomegranate
8,25.0,36.0,6.828522375,pomegranate
26,18.0,42.0,6.910374919,pomegranate
4,19.0,42.0,6.306605528,pomegranate
36,24.0,41.0,7.009180374,pomegranate
5,24.0,40.0,6.297907578999999,pomegranate
19,17.0,39.0,6.728599215,pomegranate
39,30.0,38.0,6.965156737999999,pomegranate
5,29.0,44.0,5.578095745,pomegranate
4,24.0,43.0,7.199504273,pomegranate
38,21.0,35.0,5.841367187,pomegranate
37,11.0,36.0,6.710143266,pomegranate
9,25.0,41.0,5.972714857000001,pomegranate
29,22.0,43.0,5.561851831,pomegranate
5,21.0,38.0,6.107054807999999,pomegranate
22,26.0,38.0,6.988035315,pomegranate
4,18.0,37.0,7.13147457,pomegranate
21,6.0,41.0,7.086947687,pomegranate
29,21.0,45.0,6.749260456,pomegranate
23,5.0,44.0,7.16300467,pomegranate
13,7.0,43.0,7.013481515,pomegranate
5,13.0,37.0,5.648243648999999,pomegranate
27,24.0,41.0,6.610251186,pomegranate
7,23.0,35.0,7.054313822999999,pomegranate
12,20.0,39.0,6.026999326,pomegranate
4,19.0,43.0,5.7794274020000005,pomegranate
3,9.0,45.0,6.535244251,pomegranate
1,27.0,36.0,5.684995235,pomegranate
23,30.0,44.0,6.12476108,pomegranate
24,21.0,42.0,6.999014379,pomegranate
13,30.0,37.0,6.277148771,pomegranate
40,11.0,44.0,6.322396027000001,pomegranate
21,9.0,40.0,5.956401828,pomegranate
3,27.0,44.0,6.591302797000001,pomegranate
40,29.0,42.0,7.104094929,pomegranate
14,25.0,40.0,6.407872061,pomegranate
38,14.0,37.0,6.658402594,pomegranate
34,9.0,36.0,6.276038961,pomegranate
32,14.0,37.0,6.825256236,pomegranate
18,21.0,35.0,6.368560522,pomegranate
8,23.0,38.0,7.005410734,pomegranate
15,6.0,41.0,6.8973684770000006,pomegranate
0,5.0,36.0,6.152906502,pomegranate
22,9.0,44.0,5.744361602000001,pomegranate
14,8.0,43.0,7.051654924,pomegranate
31,11.0,45.0,6.034612928,pomegranate
39,17.0,45.0,6.9244907310000015,pomegranate
10,5.0,42.0,6.887005997,pomegranate
8,28.0,38.0,6.8444019,pomegranate
32,13.0,42.0,5.786058032000001,pomegranate
18,9.0,40.0,5.627186257000001,pomegranate
20,27.0,41.0,5.700088663,pomegranate
39,25.0,36.0,5.567805185,pomegranate
20,7.0,45.0,6.077886012,pomegranate
11,10.0,45.0,6.397995609,pomegranate
40,18.0,43.0,5.767372539,pomegranate
3,26.0,39.0,7.079973241,pomegranate
9,16.0,36.0,5.893332377999999,pomegranate
30,20.0,38.0,7.058222596,pomegranate
40,9.0,41.0,5.78270695,pomegranate
40,30.0,35.0,6.269663962999999,pomegranate
32,25.0,35.0,5.892913826,pomegranate
33,23.0,45.0,7.116538883,pomegranate
4,14.0,41.0,6.430163481,pomegranate
13,17.0,45.0,7.159520979,pomegranate
39,24.0,39.0,6.431265737,pomegranate
8,28.0,37.0,6.082571701,pomegranate
91,94.0,46.0,6.149934034,banana
105,95.0,50.0,5.849076099,banana
108,92.0,53.0,6.276800323,banana
86,76.0,54.0,5.926824754,banana
80,77.0,49.0,5.519088423,banana
93,94.0,53.0,6.079178787999999,banana
90,92.0,55.0,6.13465588,banana
108,89.0,53.0,5.808497603999999,banana
108,88.0,55.0,5.891458107,banana
105,77.0,52.0,5.816622478999999,banana
118,88.0,52.0,5.8431631610000005,banana
101,87.0,54.0,6.376756632999999,banana
95,75.0,50.0,5.623615687000001,banana
106,85.0,53.0,5.91505509,banana
86,95.0,49.0,6.458714879,banana
83,79.0,55.0,5.565028635,banana
85,95.0,47.0,6.211833161,banana
109,79.0,45.0,6.490074429,banana
100,76.0,45.0,5.590236025,banana
117,86.0,48.0,6.225225238999999,banana
114,94.0,53.0,6.190757458999999,banana
110,78.0,50.0,5.915568968,banana
94,70.0,48.0,6.195152442,banana
80,71.0,47.0,6.156373499,banana
114,79.0,51.0,6.313197204,banana
88,78.0,45.0,6.324270089,banana
112,73.0,48.0,5.7074889870000005,banana
117,76.0,47.0,6.119216009,banana
111,87.0,48.0,5.571401169,banana
89,83.0,47.0,5.63127166,banana
93,91.0,47.0,6.101241579,banana
92,81.0,52.0,6.438137278999998,banana
105,74.0,45.0,6.098369122,banana
102,71.0,48.0,5.695267822000001,banana
94,91.0,51.0,5.6180944460000015,banana
116,71.0,47.0,6.435785799,banana
117,79.0,49.0,6.176644228,banana
119,72.0,55.0,6.220643671,banana
99,73.0,53.0,5.8717022110000014,banana
91,84.0,52.0,6.390741836,banana
80,90.0,47.0,6.21084479,banana
101,70.0,48.0,6.012696655,banana
108,89.0,53.0,5.908770059,banana
100,80.0,52.0,6.049801781,banana
109,91.0,53.0,6.010095852999999,banana
82,78.0,46.0,5.738678895,banana
106,70.0,55.0,5.74055541,banana
90,86.0,52.0,5.793260262,banana
83,95.0,50.0,5.50947065,banana
119,90.0,48.0,5.986442306,banana
107,72.0,45.0,5.790768046,banana
116,81.0,55.0,5.915546415,banana
101,75.0,50.0,6.242528277999999,banana
93,81.0,50.0,6.0360792660000016,banana
95,75.0,45.0,5.829898502000001,banana
107,71.0,55.0,6.088064451,banana
83,94.0,47.0,6.469370954,banana
102,73.0,54.0,5.720726906,banana
86,79.0,45.0,5.80766417,banana
117,86.0,53.0,5.703381727999999,banana
111,79.0,53.0,6.165001277999999,banana
95,74.0,50.0,6.002481605,banana
91,75.0,55.0,6.212369363,banana
93,83.0,46.0,5.765308943,banana
92,85.0,51.0,5.740764682000001,banana
104,80.0,54.0,5.879119455,banana
103,72.0,51.0,6.099478745,banana
92,75.0,45.0,5.674403358999999,banana
93,85.0,49.0,5.694243847,banana
120,87.0,52.0,5.905494703,banana
108,72.0,46.0,6.110844721,banana
105,88.0,54.0,6.020445317,banana
98,79.0,50.0,6.435917308,banana
111,88.0,55.0,5.505393832999999,banana
97,74.0,45.0,5.677719902000001,banana
95,82.0,48.0,5.719014989,banana
89,91.0,55.0,6.275572297999999,banana
89,85.0,55.0,6.275384607,banana
118,88.0,51.0,6.201911642000001,banana
101,92.0,45.0,5.758054257,banana
99,92.0,47.0,6.3239336470000005,banana
82,77.0,46.0,5.901100841,banana
90,86.0,55.0,5.644486582000001,banana
95,88.0,52.0,6.235461772000001,banana
104,73.0,46.0,6.28236237,banana
102,73.0,52.0,6.356090905,banana
100,74.0,52.0,5.837258235,banana
94,89.0,48.0,5.653437902,banana
99,70.0,46.0,5.727469947,banana
112,87.0,48.0,6.200111067999999,banana
117,82.0,45.0,5.614471478,banana
96,86.0,51.0,6.257369799,banana
113,85.0,45.0,6.037430836,banana
105,93.0,46.0,5.760457558,banana
85,89.0,51.0,6.1581644220000005,banana
108,94.0,47.0,6.387431382999999,banana
92,81.0,52.0,5.891413895,banana
110,71.0,54.0,5.725418961,banana
82,75.0,55.0,6.281069505,banana
117,81.0,53.0,5.507641777999999,banana
2,40.0,27.0,5.954626604,mango
39,24.0,31.0,4.757114897,mango
21,26.0,27.0,5.6995869720000005,mango
25,22.0,25.0,5.977413802999999,mango
0,21.0,32.0,6.430139436,mango
20,19.0,35.0,6.113935087000001,mango
19,21.0,34.0,5.074272692,mango
18,17.0,31.0,5.667507706,mango
11,36.0,33.0,5.978634285,mango
30,28.0,30.0,5.064613314,mango
18,19.0,27.0,4.772385986000001,mango
23,23.0,27.0,5.161148592,mango
37,30.0,34.0,6.797779227,mango
11,27.0,30.0,6.39474303,mango
12,19.0,31.0,5.566704378,mango
3,28.0,33.0,5.755049971,mango
37,38.0,32.0,5.417340525,mango
26,37.0,30.0,6.166173833999999,mango
14,18.0,30.0,5.191265116,mango
40,16.0,35.0,4.954739564,mango
4,20.0,25.0,5.664587011,mango
36,25.0,33.0,5.548584852,mango
30,17.0,31.0,6.804437106,mango
28,37.0,28.0,6.097869767000001,mango
38,15.0,30.0,5.075504537,mango
12,37.0,30.0,4.546466109,mango
38,19.0,31.0,5.855119267999999,mango
8,33.0,29.0,6.442393461,mango
15,27.0,28.0,6.42504527,mango
34,16.0,25.0,6.10729559,mango
11,36.0,31.0,6.47544932,mango
33,29.0,34.0,6.832979508999999,mango
12,31.0,26.0,5.395275719,mango
12,34.0,28.0,6.13526938,mango
5,16.0,31.0,4.555688532,mango
1,30.0,29.0,6.4341977560000005,mango
16,35.0,31.0,5.316875978000001,mango
35,18.0,26.0,5.279388967,mango
4,40.0,26.0,6.720041791,mango
9,29.0,34.0,5.72742254,mango
2,38.0,33.0,4.691396195,mango
26,32.0,32.0,6.810186079,mango
34,38.0,31.0,6.454045329,mango
5,32.0,33.0,5.842763773,mango
31,29.0,26.0,5.024124683999999,mango
34,34.0,35.0,6.422710539,mango
36,19.0,32.0,4.94295037,mango
7,17.0,26.0,6.414526606,mango
38,15.0,27.0,6.777788126,mango
5,19.0,25.0,6.441328044,mango
37,36.0,26.0,4.650536197,mango
21,31.0,32.0,5.254532213,mango
37,36.0,27.0,5.910634533,mango
23,23.0,30.0,4.755273631000001,mango
36,26.0,26.0,6.814630246,mango
24,33.0,35.0,5.342866119,mango
26,18.0,30.0,6.336234623999999,mango
22,17.0,26.0,4.754435025,mango
11,34.0,32.0,6.831706773,mango
29,35.0,28.0,6.9674177660000005,mango
22,28.0,26.0,4.947683034,mango
23,24.0,32.0,5.630619901,mango
1,35.0,34.0,6.27339822,mango
2,24.0,34.0,6.472774648,mango
39,37.0,25.0,6.953246506,mango
15,36.0,27.0,5.6437102160000014,mango
3,18.0,31.0,6.392313972999999,mango
8,38.0,32.0,4.981816523,mango
33,31.0,34.0,5.421265282999999,mango
14,29.0,32.0,6.942520105,mango
18,20.0,26.0,5.435840509,mango
9,21.0,32.0,5.870116071,mango
20,30.0,27.0,4.74910393,mango
9,38.0,25.0,5.497946899,mango
26,24.0,34.0,6.811291098,mango
31,36.0,29.0,6.460542749,mango
14,18.0,35.0,4.791146778,mango
40,16.0,35.0,6.4841522000000005,mango
28,27.0,34.0,6.526654345,mango
0,17.0,30.0,6.279133738,mango
1,29.0,29.0,6.052026047000001,mango
2,36.0,31.0,5.73171945,mango
12,27.0,26.0,5.32307197,mango
7,28.0,35.0,4.66910839,mango
0,36.0,26.0,5.101206389,mango
26,35.0,31.0,5.339556562,mango
27,21.0,30.0,5.061081874,mango
22,38.0,31.0,5.8211060360000015,mango
22,18.0,31.0,5.956027059,mango
28,23.0,28.0,5.676032581,mango
7,31.0,27.0,6.524114355,mango
29,34.0,26.0,6.2739536760000005,mango
8,37.0,33.0,6.128167757000001,mango
39,16.0,27.0,4.934964765,mango
40,24.0,25.0,5.445008416,mango
19,38.0,26.0,6.42504527,mango
21,21.0,30.0,5.403908327999999,mango
22,18.0,33.0,6.621623545,mango
31,20.0,30.0,6.207495815,mango
18,26.0,31.0,5.418475257000001,mango
24,51.0,32.0,6.112305667,grapes
13,51.0,32.0,6.092241627000001,grapes
22,123.0,32.0,5.896343436,grapes
36,125.0,32.0,6.15526103,grapes
24,51.0,32.0,5.732453638,grapes
2,123.0,32.0,6.253034534,grapes
35,51.0,32.0,6.106190557000001,grapes
11,122.0,32.0,5.647202395,grapes
6,123.0,32.0,6.130310493,grapes
17,51.0,32.0,6.499604931,grapes
25,51.0,32.0,5.554831977,grapes
27,51.0,32.0,5.800242694,grapes
9,122.0,32.0,5.570290539,grapes
16,51.0,32.0,6.27564088,grapes
32,51.0,32.0,5.536645599,grapes
22,51.0,32.0,6.208196881,grapes
31,51.0,32.0,5.870600622,grapes
3,51.0,32.0,6.334771461,grapes
28,122.0,32.0,5.856575335,grapes
4,51.0,32.0,5.898944282,grapes
39,51.0,32.0,5.775600435,grapes
38,51.0,32.0,5.931101816,grapes
36,51.0,32.0,6.2286454,grapes
25,121.0,32.0,5.594240602999999,grapes
15,125.0,32.0,5.569230319,grapes
24,51.0,32.0,5.93202852,grapes
13,51.0,32.0,6.423216506,grapes
5,126.0,32.0,6.417500829,grapes
30,120.0,32.0,6.234904253,grapes
23,51.0,32.0,6.000573725,grapes
26,51.0,32.0,5.6851027689999984,grapes
7,126.0,32.0,5.662140095,grapes
32,51.0,32.0,6.358186848,grapes
9,51.0,32.0,6.119495295,grapes
20,51.0,32.0,6.207600782999999,grapes
32,51.0,32.0,6.48754639,grapes
3,51.0,32.0,5.81717753,grapes
38,51.0,32.0,6.325480034,grapes
14,51.0,32.0,5.562790949,grapes
20,122.0,32.0,6.487369687,grapes
40,126.0,32.0,6.116982944,grapes
36,128.0,32.0,5.695792761,grapes
11,51.0,32.0,5.7343170070000005,grapes
0,51.0,32.0,6.329499832000001,grapes
19,123.0,32.0,6.167013532,grapes
31,51.0,32.0,5.653776057999999,grapes
4,51.0,32.0,5.840256272,grapes
39,51.0,32.0,5.5399808120000005,grapes
8,127.0,32.0,5.833302165,grapes
39,51.0,32.0,6.399433771,grapes
32,120.0,32.0,6.138958698,grapes
12,51.0,32.0,5.972850837999999,grapes
8,51.0,32.0,6.456079585,grapes
8,51.0,32.0,6.3364266670000005,grapes
21,51.0,32.0,6.425419926,grapes
40,51.0,32.0,6.2943956760000015,grapes
39,127.0,32.0,6.477768039,grapes
19,120.0,32.0,5.931538447,grapes
21,51.0,32.0,5.980598579,grapes
17,51.0,32.0,6.389783283,grapes
33,51.0,32.0,5.693287415,grapes
22,51.0,32.0,6.00299607,grapes
32,51.0,32.0,6.372959542,grapes
37,51.0,32.0,5.510924848999999,grapes
15,51.0,32.0,5.69945282,grapes
39,51.0,32.0,5.778594403,grapes
40,121.0,32.0,6.315586313,grapes
40,51.0,32.0,5.9718130060000005,grapes
29,51.0,32.0,5.891195653,grapes
32,121.0,32.0,6.129812716,grapes
6,51.0,32.0,6.313085601,grapes
8,120.0,32.0,6.053662544,grapes
34,51.0,32.0,5.804799142,grapes
35,51.0,32.0,6.400719746,grapes
16,51.0,32.0,5.953966361,grapes
8,51.0,32.0,5.6092559920000005,grapes
25,51.0,32.0,5.777271492000001,grapes
16,51.0,32.0,5.682395429,grapes
39,51.0,32.0,5.863996687,grapes
38,51.0,32.0,6.444373116,grapes
33,120.0,32.0,5.550832177999999,grapes
35,125.0,32.0,6.107741787999999,grapes
1,51.0,32.0,5.620745638,grapes
39,51.0,32.0,6.349875906,grapes
28,51.0,32.0,6.484323189,grapes
6,128.0,32.0,5.838748311,grapes
6,51.0,32.0,6.29099842,grapes
29,122.0,32.0,5.638328481,grapes
37,51.0,32.0,6.415555956,grapes
38,120.0,32.0,6.323722572,grapes
38,51.0,32.0,5.757009965,grapes
14,121.0,32.0,6.1586894060000015,grapes
6,125.0,32.0,5.7335398070000005,grapes
32,51.0,32.0,5.908724337000001,grapes
11,124.0,32.0,6.361141107000001,grapes
23,51.0,32.0,5.96537863,grapes
40,51.0,32.0,6.476757723,grapes
6,51.0,32.0,6.224542938,grapes
37,124.0,32.0,6.209928251,grapes
35,51.0,32.0,5.841138354,grapes
119,25.0,51.0,6.283818329,watermelon
119,19.0,55.0,6.818261382999999,watermelon
105,30.0,50.0,6.37620108,watermelon
114,8.0,50.0,6.581587932000001,watermelon
93,22.0,52.0,6.932739726,watermelon
80,26.0,55.0,6.140099215,watermelon
85,27.0,45.0,6.467095849,watermelon
85,22.0,53.0,6.849471704,watermelon
82,22.0,45.0,6.512196212,watermelon
118,13.0,54.0,6.039584629,watermelon
83,25.0,53.0,6.057697106,watermelon
